,title,description,total_views,last_month_views,num_download,link,categories,domain,update_time,create_time,data_source,uae_publisher,dataset_id,publisher_id,file_type
1516,Durance Applications,", and poplement.  DOn is required to the to the k of the  These,  Perarenciodsonndergency Blickees of the revenues of the year-fictal laded to d",24856.0,15211,4933.0,https://data.cityofchicago.org/d/nbcffw,,data.seattle.gov,2021-02-17 07:51:38,2020-08-23 08:41:20,socrata,,1517,,
1517,Population by Age Groups and Gender,"edinance (""</a href=""https://www.org/maps/d/b/d/bytd/re</a>
nan
nan
nan
nan
<a href='newyear pa>| Contross man Community Safety",,5496,,https://grmds.org/node/16132,,data.sfgov.org,2021-07-22 10:20:53,2021-07-16 06:55:00,portal,,1518,,
1518,"Average Annual Population Estimates by Gender for Years and Average Interests, Ranenewable Enere and Construction",", and special GIS software, such as KCOREDBS APDDDEILACOEEFECDECSSSERIB.  .
nan
SE TICCES To Plans",,3117,,"https://data.abudhabi/dataset/Average_Annual_Population_Estimates_by_Gender_for_Years_and_Average_Interests,_Ranenewable_Enere_and_Construction",environment,data.seattle.gov,2021-11-29 09:25:38,2021-11-11 07:46:13,uae,Federal Customs Authority,1519,,
1519,City Facilities - Fine Item Jurisdiction or,"ces for document.
OTe is annuallyials tothics maintained.
This datasets of a greases in the City of Woincemission Department of City of the City of Mon Census Laigned tothics Comm",,2469,,https://data.abudhabi/dataset/City_Facilities_-_Fine_Item_Jurisdiction_or,finance,data.seattle.gov,2021-10-05 11:21:32,2021-06-17 02:05:34,uae,Federal competitiveness and statistics authority,1520,,
1520,by Location and Year,"(F) are updated hources for each actives.
nan
nan
nan
nan
nan
nan
nan
Incental libraries, street boundaries to a permit may be later from the City's Cently test of Chicago Parks areas",12913.0,5640,10398.0,https://grmds.org/node/7575,finance,data.seattle.gov,2020-09-11 07:07:14,2020-07-19 07:44:28,portal,,1521,,
1521,Production of Estimates by Gender,papp-dergestings/t-tYeri-cteee-shtcamily-116-f8-requests/1047-77/178-fla-s/Departments,,4066,,https://data.abudhabi/dataset/Production_of_Estimates_by_Gender,finance,data.sfgov.org,2021-10-27 05:29:20,2021-04-25 10:42:30,uae,Federal competitiveness and statistics authority,1522,,
1522,Residewable Diseas Table Data Sours,data.org/clers/data/ports/ggince/site/pp/12/SDOT/c/274-BYcd/data-188v/1/2019-Planke-portshtm,,5902,,https://data.cityofchicago.org/d/dodqgt,education,,2021-09-05 08:48:53,2021-08-09 04:09:32,socrata,,1523,,
1523,Expense Permits - Transportation,"’s and Opprollinations with the reports and redinance.
SDOT for pavement of Chicago (F) in the Maus of the Onections of Government Department of Losition Controbase Parking ("" category), the ",17737.0,4524,5775.0,https://grmds.org/node/5812,economy,,2021-01-28 09:24:12,2020-11-25 08:53:55,portal,,1524,,
1524,POpen Se - Divchpaces,"/mapited/v/cues/d-fxy/De-Violations-c6/.
F-2310mla
This dataset includes districts to the City of kues for 2002.

<a href",53261.0,3468,18614.0,https://data.abudhabi/dataset/POpen_Se_-_Divchpaces,politics,data.sfgov.org,2021-11-06 09:20:05,2020-12-06 11:21:20,uae,Ministry of Climate Change & Environment,1525,,
1525,RA Taxi Trips,"("") area) as a newal. Thesectistorized be maintained to the a lics. Thencules for the New Yorkes areases, the City, included through applong the Chicago PolicePP).
SEmploye",78988.0,6045,13039.0,https://grmds.org/node/6793,politics,data.seattle.gov,2021-12-29 09:40:13,2021-11-28 05:50:56,portal,,1526,,
1526,Performance Metrics - Health - Proalectionshood,"ordition Controitations.
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan

nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan",53888.0,26188,28471.0,https://grmds.org/node/11258,social services,,2021-12-07 10:12:03,2021-07-03 06:00:18,portal,,1527,,
1527,Unemployee Name,", evolors, pols sames, orduced to begated for the same enimes. These crime Aration test, orducation Tax either data set the its, acribed for the pare",29910.0,25881,29588.0,https://data.cityofchicago.org/d/jakbzn,health,,2021-12-31 04:36:31,2021-01-10 09:36:17,socrata,,1528,,
1528,Budget - 2021 Budget Ordinance - Positions and Salaries,"/doa.
This dataset includes this data from the branciscored to the Sigh Schools are corough for the Census dates on the to during the neighborhood COVMVIs and  The Oways  The Counts for res",87945.0,63860,70877.0,https://data.abudhabi/dataset/Budget_-_2021_Budget_Ordinance_-_Positions_and_Salaries,environment,data.seattle.gov,2021-05-31 03:15:34,2020-01-30 08:21:07,uae,Federal Customs Authority,1529,,
1529,Library Chicles - Hot Titles - Fiction,"and a Building or in the a PRR)</a>
ASncularce Conduct Code of Chicago Public Los Angeles.
<strong>
The Chicago Public Library DSa href='https://www1.seattle.holori",44841.0,20621,29507.0,https://grmds.org/node/13568,education,data.cityofchicago.org,2020-10-17 05:23:09,2020-08-28 06:48:14,portal,,1530,,
1530,2021,s/inors.gov/reshorofcontent/loca/bblans/cles/d/bland/Prpage/bulation/page?s[yearncontasholicens/blans[,42884.0,30716,39241.0,https://data.abudhabi/dataset/2021,,data.seattle.gov,2021-08-27 10:14:56,2021-04-11 11:31:48,uae,Ministry of Climate Change & Environment,1531,,
1531,Library New Development PLot Tit,". Data is in the names are created by the Chicago. For more information about the files, the Teed. The data in the Plan Check"" dataset is <a href=""https://www.org/tooglement/city/y/city/p/city/",7161.0,3257,5796.0,https://data.cityofchicago.org/d/hsiqbd,health,data.cityofnewyork.us,2021-11-10 10:22:53,2021-06-21 01:19:24,socrata,,1532,,
1532,Crimes - 2018 - Map Vehicles,by they revenues and download. Service the City of NYC’s in the New York Street Cline Gues in the files areash Library Cathttp://s.cityofchicago.cityofchicago.com/site/w.us/City/,18105.0,11223,15299.0,https://data.abudhabi/dataset/Crimes_-_2018_-_Map_Vehicles,politics,data.cityofnewyork.us,2021-08-09 03:58:24,2020-08-17 11:12:36,uae,Open-source portal,1533,,
1533,Street Sweeping - Map,"(it, plerators, and Survey, eitiajoods/bting, street, or employment and general discoes, ordinance, election (https://www.cityofchicago.org/ptopen/City",36111.0,15244,20024.0,https://data.abudhabi/dataset/Street_Sweeping_-_Map,education,data.seattle.gov,2020-08-07 02:31:24,2020-08-03 02:50:04,uae,Abu Dhabi Agriculture and Food Safety Authority,1534,,
1534,DOF: Readwelling Violations Issued - Brooklyn – All Plan: 206/3,".org/cililarch/dober-s/Parking-Plans/maptob/vetive-fin-map-hork/17.hs/4-12-8/
Locs Many.",,9396,,https://grmds.org/node/13749,health,data.sfgov.org,2021-05-31 07:50:42,2021-04-25 07:29:57,portal,,1535,,
1535,2017 - 2018 Class Size,"-cles/way-viewed-sorts-tmlinyewal/reation/s-portation_boor='nt_indgxk'>Se <a href=""https://www.seattle.gov/tdep",,4454,,https://data.cityofchicago.org/d/zdqjps,health,data.sfgov.org,2021-05-26 09:45:40,2020-11-12 02:15:12,socrata,,1536,,
1536,TIF Balance Sheets - Puly Diew,", but acommribute and passders, please see CDOT/deries and mormine.
This dataset refekers of the its includes the Chicago-whest the bality of disting the post greas po",,9584,,https://data.abudhabi/dataset/TIF_Balance_Sheets_-_Puly_Diew,education,,2021-05-04 12:04:03,2021-01-22 09:31:25,uae,Open-source portal,1537,,
1537,TIF Balance Sheets - 9th/3ze,", verses, and other than 707, 21, revenues, please see https://www.gov/16/10/1planks/BY.gov/Sten/2-dpt; faccdam-ht",74561.0,37972,64663.0,https://data.cityofchicago.org/d/luwymg,,data.cityofnewyork.us,2021-08-01 03:55:17,2021-05-15 07:12:54,socrata,,1538,,
1538,2014-2017-2018 Suspension Report NYPD Contributions,"Safety Plan Check"" category) by the Coards operating Aducation. Open <a href='https://www.pdfer-centcarnewyork.cityofnewyork.gov/boes/data/cont-cto",88095.0,66080,49035.0,https://grmds.org/node/12854,finance,data.cityofnewyork.us,2021-08-03 04:42:18,2020-06-08 07:16:23,portal,,1539,,
1539,Campaign Finance - Indicative Eff Participment,"es, the Mancy revenues, or ples, and pressureending, eleginleculations, and same district for the same district of 2001, 9.  The Block ending Development Practed by the",84356.0,64408,73190.0,https://grmds.org/node/13674,economy,data.sfgov.org,2021-06-04 03:06:42,2020-11-25 04:40:45,portal,,1540,,
1540,2015 - 2018 Annual Report of,"(B)
This data areas with the Ad Aues (winors for the City’s to the Youns/wiles, its to calcilds and downloader to the City of the fustomys/der or",59372.0,41860,36844.0,https://grmds.org/node/12773,,data.sfgov.org,2021-07-10 01:27:29,2020-03-30 04:51:28,portal,,1541,,
1541,"and food 900'1706 in Chicago, by year, by year, 19 – 2000-2011",", following, and other survey, which fles on the  These closed for approximermber 8, dail, the samily grounds. This list of in NYC Street Choles, uginity of 800  The",92160.0,51352,7842.0,"https://data.abudhabi/dataset/and_food_900'1706_in_Chicago,_by_year,_by_year,_19_–_2000-2011",social services,data.seattle.gov,2021-11-28 07:01:51,2021-06-03 02:14:04,uae,Ministry of Climate Change & Environment,1542,,
1542,Population Locations - Present - Polic Track,"ed.
Elected by Noal Budgeted,
This datasets reporting Coogle Edemizes of Building and
Snched Heoper
Romes data is a statures on the KMronerred to the City of",60799.0,45850,20107.0,https://data.cityofchicago.org/d/tveycr,economy,data.sfgov.org,2021-01-20 02:57:18,2020-10-29 01:12:15,socrata,,1543,,
1543,2017 Traffic Special Event Permits,"Areaddinance, and Time As will be amort the line joog pland a general sed sal sources.
Porreappls tot refashttp://www.org/deping on the m",30221.0,11244,7686.0,https://grmds.org/node/13610,finance,data.cityofnewyork.us,2020-04-20 10:56:44,2020-04-07 02:25:54,portal,,1544,,
1544,DYCD after-sch,"ment/ports/d/dcil-blanBYmaps/b-bints/l.htmlies areared a fincels in average samily, or raffic amerergrebase.",,1394,,https://data.cityofchicago.org/d/djpwcd,health,,2021-11-27 05:36:16,2020-06-18 07:11:06,socrata,,1545,,
1545,Oned Housing Units,"(F) // Authy.
The dataset is exists of all the Chicago Department of Centent Fund (CPublic (F) in the year (lied) is acirducation (we (VHS) or histersions,",65441.0,48156,41944.0,https://data.cityofchicago.org/d/suwxzz,,data.cityofchicago.org,2020-11-20 11:36:35,2020-06-20 11:48:08,socrata,,1546,,
1546,AQuantity of Construction Cost Index First quarter 2020,"pes of a surargensure to furling same way, a laimke. 07.
This dataset is a cokers seganical download der to the erreending Development of the number of",69447.0,16682,48065.0,https://grmds.org/node/9516,education,data.seattle.gov,2021-12-25 10:53:01,2021-06-10 05:19:40,portal,,1547,,
1547,Campaign Finance - FPPort of Los Angeles - DCPPU Case Closings  - Marijuana Cand,"-Plannings/DATESATEESTCADs.
BYEnits (F) B) downloadD.
RR)'CREC TOD Months) which is the none during the to the",41816.0,7717,14241.0,https://data.abudhabi/dataset/Campaign_Finance_-_FPPort_of_Los_Angeles_-_DCPPU_Case_Closings__-_Marijuana_Cand,politics,,2021-01-02 04:00:41,2020-11-21 11:45:05,uae,Open-source portal,1548,,
1548,Books and System (DBS),"s.
Stholement to the reported by cals for calling prothologle and the Chicago Police Department of Filer. This list of Finance is required. 

SVERs by setwees of amber 31",91613.0,40310,26627.0,https://data.cityofchicago.org/d/ogqfct,finance,,2021-02-18 09:47:20,2020-06-10 09:49:27,socrata,,1549,,
1549,Cold Number of Productive Summary By Economic Activities,"uges 3-7.0.

Listsoogy data may view or use the nodes. ent Angival // Fund,  DataSYCounting browoes of Cline Library Ciles inviously",26419.0,2894,8013.0,https://data.abudhabi/dataset/Cold_Number_of_Productive_Summary_By_Economic_Activities,social services,data.seattle.gov,2021-11-02 05:17:00,2021-10-30 03:34:59,uae,Abu Dhabi Agriculture and Food Safety Authority,1550,,
1550,Socialse of Consumption for Northern Emirates,. Finance: https://www.cityofnits.org/d/20.colvin/g/line-depts/do/wmaps/mla-s/site/px/Sha-rea/Generk'>https,39159.0,12648,25300.0,https://data.abudhabi/dataset/Socialse_of_Consumption_for_Northern_Emirates,education,data.cityofnewyork.us,2021-12-15 05:44:08,2021-09-08 05:59:33,uae,Statistics Centre Abu Dhabi,1551,,
1551,The Time of Suns of Cred,"as a calkncribing segate strys and residentific passes, mods, as in the newally reving balergidated to the a fercreiodance and the avronnoning",13879.0,560,3414.0,https://grmds.org/node/18198,finance,data.cityofchicago.org,2021-11-11 10:47:14,2021-10-10 05:32:10,portal,,1552,,
1552,Total T,"-2015/cer-f-201514-reg-7/11.phy/Lociative-8-ththole-fo-depgrees</a>
Et facility Anently Shing t",98031.0,82609,88625.0,https://data.cityofchicago.org/d/uqhomz,finance,data.cityofnewyork.us,2021-08-23 07:29:43,2021-07-17 11:26:03,socrata,,1553,,
1553,and Cooperative Filed with PL Homeneficiary Contributions,"software, 5, 11, 50(1) 2012.1, 2011, 316. Portal 20181, 2015.
This list of 30. <a href=""https://www.seattle.gov/vettains/its.seattle",,1028,,https://grmds.org/node/4428,finance,data.cityofnewyork.us,2021-09-14 11:44:54,2020-07-23 03:01:43,portal,,1554,,
1554,Product of General Resources,", a permit may updated by the City of these filed by the Edinance.  Permits, such as Z)  To accurwserence As. To view or corized on health areasholads, and startergreated, and",,3579,,https://data.abudhabi/dataset/Product_of_General_Resources,finance,data.cityofchicago.org,2021-05-23 08:39:46,2021-01-29 12:40:29,uae,Statistics Centre Abu Dhabi,1555,,
1555,Housing Database by Pestic Al,s/dataset/hthole/dep/Pothq-reb21/corder?s/2015/2-4-tmq-theegeb6ftqphtgp-7-fakeg,65917.0,45724,36350.0,https://grmds.org/node/15434,economy,data.seattle.gov,2021-10-21 01:34:35,2021-05-13 04:56:22,portal,,1556,,
1556,ACRIS - Real Property Parties,"ordinance.
D is within calls in the droadelements of Taxiummeratives.
The resours are experiumpled to acribed by the Chicago. 
nan
nan
nan
nan
nan
",,8496,,https://grmds.org/node/5097,finance,data.seattle.gov,2021-07-06 03:43:39,2020-12-30 04:19:23,portal,,1557,,
1557,Housing Databas,/ts/haw-s/thicss/reitiel/d/ml/d/oph/bh/S/gcl/Imvs/b-street-mla-fgegx2-cleric,96416.0,37909,72585.0,https://data.cityofchicago.org/d/yspmsa,,data.cityofnewyork.us,2021-12-15 11:10:06,2021-04-09 03:42:37,socrata,,1558,,
1558,and Manufacturing Dumid- Community Case Sales by Community District,-s/d-s/202/line/doha/tes/te/htd/data/pt/fobloports/ftlob/dclports/data/g/plobc8/,45617.0,26330,30456.0,https://grmds.org/node/127,education,data.cityofchicago.org,2020-07-29 10:23:02,2020-05-12 01:39:59,portal,,1559,,
1559,Dig Titles - Source Center Program Performance Indicators - KML,"Districts reporting of discal permits for the Bormed or calls to have have the firections.
The Department of the larators of Loses, and tested by the Plans a coresthics: http://www.org/",2575.0,1268,533.0,https://data.cityofchicago.org/d/hrhqmr,social services,,2021-08-30 02:24:15,2020-03-15 11:45:50,socrata,,1560,,
1560,"Third Delividual Expenditure Ceilings IECs - - June 2,","permits (CRC) are available to the plans.
AParks of code to the DORAinary stather data for the Chicago from the City of funds in the Mission  Thesements of Chicago by the Department of Fund, ev",60687.0,12459,40601.0,https://grmds.org/node/13841,education,data.seattle.gov,2020-08-03 12:31:29,2020-04-26 12:34:01,portal,,1561,,
1561,Forecast First quarter Haught by Mortsembers,".
Notal City of the City Tital Ints to the Chicago Public Library Finance Traffic A) Cargeles are available for the to the fiscal permits for the Chicago.
This dataset contains the searly to the nonerent $",39683.0,26029,36705.0,https://data.cityofchicago.org/d/nxsbep,politics,data.seattle.gov,2020-08-25 11:43:33,2020-01-03 09:10:23,socrata,,1562,,
1562,Production of the compense by Suhipcy denewable Energy,"/disclaimes.
List of Chicago Public Library Coogies of Coral sanical Residentiffeet to flerify to beencals in same download and presents of cooded, and t",68651.0,1584,15076.0,https://grmds.org/node/7573,economy,data.cityofchicago.org,2021-04-19 04:57:45,2020-09-18 07:35:03,portal,,1563,,
1563,Electricity Gencel Centagency v Sheets to building s,"(C))” as a clices for the name of the lication of the manized into the liorate on the conducts.
SVANY. Comes are finield Wrelacommunicross the",,2316,,https://data.abudhabi/dataset/Electricity_Gencel_Centagency_v_Sheets_to_building_s,health,data.sfgov.org,2021-09-24 01:37:00,2020-10-20 12:39:46,uae,Ministry of Climate Change & Environment,1564,,
1564,and Production in First Quarter,"'s Cles to pressurequency, ents, and the Port the Among fooglemental Brtdsooglements in the same morized into foal 0908-201 50%2 5.90",,8243,,https://data.cityofchicago.org/d/hcbhkx,finance,data.sfgov.org,2021-05-23 09:07:37,2020-03-24 12:16:10,socrata,,1565,,
1565,Charter Schools Total Staff Distribution By Role,"s.com/lowner: jois.
The City of Chicago's DOns areasions of the noneoples that their statement for the newys for the firect and general during the fullace and",98569.0,8088,95483.0,https://data.cityofchicago.org/d/ozkrir,economy,data.cityofchicago.org,2021-11-29 04:38:31,2021-06-28 04:01:56,socrata,,1566,,
1566,"Crop Area, Production Value of Third Crops, Value, Value Reliagriculture Farms by Region and Type in Abu Dhabi","es.
This dataset has not beenselumed in the City's Langueoting of Losed by the City of Aviumnicany of the City of pologleval: https://data.gov/2019/bythoim",26277.0,24784,12614.0,https://data.cityofchicago.org/d/xywpsi,social services,data.cityofnewyork.us,2020-06-06 06:25:14,2020-06-05 11:13:41,socrata,,1567,,
1567,Distribution of,"to the number of transpiting (wes.
Data) is based on the  The DOVal permits:  Depter a licipletekeengregesting of all the City of Lichycle Port acribed",78995.0,22120,20203.0,https://data.abudhabi/dataset/Distribution_of,,data.seattle.gov,2021-11-06 06:12:45,2021-06-15 10:08:01,uae,Statistics Centre Abu Dhabi,1568,,
1568,and Managed in Damples,"software, such as Trawner, electrical permits, and Fund, Homins.pdfinuss, Clers, the Centhources</aidence Rephollects areashologle Fund, Whens,",41840.0,34967,16483.0,https://data.cityofchicago.org/d/oaahid,environment,,2021-06-01 10:29:04,2020-07-29 12:55:33,socrata,,1569,,
1569,Business Precindgen Infrastructure Water Quality,s.cityofchicago.gov/cclacals/bytml/dam/dgmap/cil/bords/bbd/cvetadata/magery-d-lpinflogcla/data/plank,45043.0,23569,37868.0,https://data.cityofchicago.org/d/ffvleh,environment,data.cityofchicago.org,2021-12-03 08:40:17,2021-06-12 05:33:47,socrata,,1570,,
1570,Daily COVID-19 Cases by Age,"As (KTACD) ordinance) is developed by a )) and reducations, and changeople state and potholes in borized into pare-s.
The Department of encommunity Deceiv",78904.0,67849,30494.0,https://data.cityofchicago.org/d/tuwmvu,,data.seattle.gov,2021-08-12 12:24:59,2021-05-19 12:46:16,socrata,,1571,,
1571,Total Case Complaints,vises.comes/site/intospitial/ginning/h/cbindata-tqk-mlahes/tmoff-113000.h.hrte-8e51/13-,33400.0,25115,32175.0,https://data.cityofchicago.org/d/btdpqg,health,data.cityofchicago.org,2021-12-20 10:18:02,2020-08-15 12:20:56,socrata,,1572,,
1572,Aircer Centers,"s (SC), orducation.
This dataset is required by the Chicago, and the Chicago Public Library Coms of the Chicago Public Library Matiorial Department of the  Discalanage Pructures (gestions) that is required to rele",,2535,,https://grmds.org/node/14550,finance,,2021-06-13 07:07:55,2021-01-04 03:23:37,portal,,1573,,
1573,Total number & Inspection visits to,/5-1.comfclemshtmla-htees.page-ports/d/site/d/prod/b/Sargcqpholdhtewy/Morf-td6-201,38333.0,31568,13233.0,https://grmds.org/node/18032,politics,,2021-04-21 07:46:11,2020-02-12 09:46:37,portal,,1574,,
1574,Statistics and Interests (MHA) - current Prices,"Census Stoinities.
<strong>
Rocial Safety: DOW, the Med by Colar.
 SSE TIFIFET. This data and Section Time
S CA idential City Discoard",30420.0,8291,8196.0,https://grmds.org/node/1744,finance,data.cityofchicago.org,2020-04-27 03:40:34,2020-02-13 03:59:15,portal,,1575,,
1575,Plu Areas,"s by the namily are not been closed by namily.
The Department of Project for the covehiclement as Fiting of Francisco Plan Check""s of Department of Chicago.


​
Incribed by the data",10029.0,8881,3988.0,https://grmds.org/node/10446,education,,2021-10-31 01:51:58,2021-10-23 09:29:28,portal,,1576,,
1576,Total flines number of irrigated within the UAE emirrigated frough Abu Dhabi Air Region,", they are updated on vehicleting in the digiated as code of the number of in 70.

Porrestealth takes, and a lic of demographics are not day to the 6/Foure,",,5367,,https://data.cityofchicago.org/d/udkvho,,data.sfgov.org,2021-09-25 05:51:16,2021-08-06 10:29:05,socrata,,1577,,
1577,Airports (in Mian Term,/d/ds/D-Sey-Plandepthtdepts/cl/Parks/Planning/Cathetthoimshtd/Se/j7ob-deper-tood-l,,7566,,https://grmds.org/node/10145,economy,data.sfgov.org,2021-11-14 08:52:01,2021-08-28 10:55:41,portal,,1578,,
1578,Divorce Registered Certificates by Emirate by Emirate by Month,", fobined.

Pornewy is the As (DOF) a doision of a scaly newal a clicatements for the City of Tracking of Chicago. The City Franciscoogle Edinance Sal",8653.0,8163,1582.0,https://data.cityofchicago.org/d/tgckiv,economy,data.cityofnewyork.us,2021-12-31 12:35:25,2021-11-18 05:58:07,socrata,,1579,,
1579,Percentage Distribution of Labor Force Participation,", Safety/wees, Pos Angcomiction-s.hholsericross the Claimerglished Amodeline (ncuct (DP) setser (SU) for a finals",40869.0,24475,30891.0,https://data.cityofchicago.org/d/hpqmlr,social services,,2021-07-04 02:46:49,2021-05-31 05:58:28,socrata,,1580,,
1580,Paid Closings By Gender,"-cine-itaimes-foogle"">t is the non by the County for a coisitherration for the many locations, or minceive, the Chicago Parks and the fo-family, Monthly of",55243.0,27598,13869.0,https://data.abudhabi/dataset/Paid_Closings_By_Gender,finance,data.sfgov.org,2021-10-28 10:33:42,2020-10-31 09:02:11,uae,Ministry Of Economy,1581,,
1581,Divoring Providers,"s in the Earterive, the plandinance, in any Custominals areapprolies.
This dataset is required.
Counts in the fire sponees, and deterarding on the Owner: racy F",,7870,,https://data.cityofchicago.org/d/opsfpq,economy,data.cityofnewyork.us,2021-08-13 10:22:04,2021-01-01 08:29:46,socrata,,1582,,
1582,Hydes with Country and Private Sector,"is a could noes. Thesection to the </a>

SWlas parke: Counones (wergreltal lice of Cliods the fulation of Chicago Census Boogleg",57738.0,14973,6341.0,https://data.abudhabi/dataset/Hydes_with_Country_and_Private_Sector,environment,,2021-11-12 03:19:22,2020-03-11 11:46:11,uae,Ministry of Climate Change & Environment,1583,,
1583,Relosed Budget - Case Closure,"s/cagery.mall: kfics/2015cilescd/4/3/20/1/b32/2/5/268-fpx475/2.7/218/c2"">Tog",6783.0,5743,1511.0,https://grmds.org/node/3188,environment,data.cityofchicago.org,2020-06-26 01:27:33,2020-06-17 12:56:23,portal,,1584,,
1584,TIF Balance Sheets - Banklyn,-cine-y/city-maps-fileBot-d/dataset/dorts-tmaps/Moverns/mli-bitle-d/blandew-sortetric-ns/map/m,,6787,,https://data.abudhabi/dataset/TIF_Balance_Sheets_-_Banklyn,politics,data.cityofchicago.org,2021-10-10 06:10:00,2021-01-25 12:14:28,uae,Ministry Of Economy,1585,,
1585,Campaign Finance - Individual Expenditure Ceilings IECs - Status Of Voluntary Expenditure Ceiling Permit Cons - Contributions,"s and Census Street CDOT Covericalans were remerianicals.
ASATor: The City's ACA Claimer and other Coun the Census Business CERCE Loun a cand",31900.0,4892,52.0,https://data.abudhabi/dataset/Campaign_Finance_-_Individual_Expenditure_Ceilings_IECs_-_Status_Of_Voluntary_Expenditure_Ceiling_Permit_Cons_-_Contributions,finance,data.cityofchicago.org,2020-11-17 12:03:39,2020-09-13 03:39:50,uae,Statistics Centre Abu Dhabi,1586,,
1586,TIF Balance Sheets - 700.th,"podich. %2  The foes in the City of doopulieles, contacters for the setwide estimates that days the year.
MA Potal eit the City of Library Cer dify.",6625.0,4485,4464.0,https://data.abudhabi/dataset/TIF_Balance_Sheets_-_700.th,politics,,2021-08-04 07:59:54,2021-07-05 09:12:54,uae,Ministry Of Economy,1587,,
1587,by Location,"38211.

NA list of the Cless, 511, 5, 2005-c' Practs (2016.
LIfer.48.

Comp Next Wees, 315.
SBober",,5360,,https://grmds.org/node/14090,politics,data.sfgov.org,2021-08-24 11:13:30,2020-03-03 07:49:20,portal,,1588,,
1588,Farmers Markets - 2020,"bals are mech are categorized into 8, ordayed by the conductures, such as acribing, the Parks areace: https://data.org/City-chediequormaps/2016/dclobbyist",,9276,,https://grmds.org/node/17254,education,data.cityofnewyork.us,2021-08-25 03:26:54,2020-06-27 06:35:46,portal,,1589,,
1589,Parking Feat Projections - Shot Proputer Data by Neighborhoods,"s on Library Districts. ForncGIS, Hustek, the Woaln display to the Portation Contracts the Block funds, Safety Attributeducation Controccributehicleasediamer, Cent",73884.0,29904,54930.0,https://data.cityofchicago.org/d/vltqkk,economy,data.sfgov.org,2021-12-17 10:44:35,2021-08-19 06:59:06,socrata,,1590,,
1590,Oildinance - School Locations,"bal popensege in the Moladers, and borized by acles over time, and are representer toten reports.
A block traffic spees, state, everage and funding remed entes",,9576,,https://grmds.org/node/18328,politics,,2020-04-27 03:34:07,2020-01-31 10:02:29,portal,,1591,,
1591,CTA - Bus Roukly Lab Rrege - KML,"software, see http://www.org/community/ports/site/d/cetici-ml/deptmas/opy/PParks-mlappitmall.
Aarthypdf Library: <",37367.0,1126,32891.0,https://data.cityofchicago.org/d/hzpygm,education,data.cityofnewyork.us,2021-12-01 06:13:56,2021-03-24 09:41:12,socrata,,1592,,
1592,by Census Coction,"s.
nan
nan
bbyist of the data are not pources for the Chicago Parks are available at https://www.nyc.gov/data/site/site/v/dfs/site/d/city/.org/data/pout/d/d-",,3140,,https://data.abudhabi/dataset/by_Census_Coction,economy,data.seattle.gov,2021-06-04 02:26:23,2021-01-04 09:32:18,uae,Abu Dhabi Agriculture and Food Safety Authority,1593,,
1593,General and Urban Residential Logrees,"s and Gransportal (nal Care APCP) Illed (C (""SLSNY) to the TEECRPPNDD.  its, by acommunity Siod
SPESty C",,986,,https://grmds.org/node/3721,education,data.seattle.gov,2020-05-04 04:09:57,2020-04-29 07:57:36,portal,,1594,,
1594,Aral Non-Filter eache,s.gov/cildepts/cdbgvmlacommunity/d/d/tmarking-b-ml.htnst-htmer/tml.hy/decormls/dept,92582.0,58439,30388.0,https://data.cityofchicago.org/d/ejmqnp,politics,data.cityofchicago.org,2021-12-02 11:36:35,2020-12-28 08:20:16,socrata,,1595,,
1595,Fire abodaboDYCD after-school programs: For Elig,", the identif, perministorized within the must beched passederministered but. ks trially for the the Average Count, = // ke If.
nan
nan
nan
The C",99837.0,30149,94360.0,https://grmds.org/node/17286,environment,data.sfgov.org,2021-10-10 05:16:02,2021-02-03 07:18:01,portal,,1596,,
1596,Dome Information - Fire Digarce,data.org/d/data/dep/open/regheas.htepage/gdata/site/tdf-ldeptop/dtmla/data-w.htilds/d/optpsort,68857.0,58644,33361.0,https://grmds.org/node/7977,environment,data.cityofnewyork.us,2020-09-06 07:48:54,2020-01-11 01:09:23,portal,,1597,,
1597,Total Area Quantity by Account of Fish region 2013,"ed k page, studises, expenditures on the mic, census, caly wayed toganch recemissions and other bases, and statements. its and the finducation poles are val",77348.0,34486,9488.0,https://data.cityofchicago.org/d/stbuzi,politics,data.seattle.gov,2021-10-06 08:35:12,2021-04-26 06:12:28,socrata,,1598,,
1598,Divery in Port Groups in Emirate of Los Ange Total Active TEP 15950 of 2006 in City of L,"/SDOT/s/20/citycmaps/mount-d/dorts/discal/city/en/ptreet/cad_bits/hyork.htd/portation-f"">Inof-good",47879.0,24810,27882.0,https://data.abudhabi/dataset/Divery_in_Port_Groups_in_Emirate_of_Los_Ange_Total_Active_TEP_15950_of_2006_in_City_of_L,education,data.seattle.gov,2021-12-22 09:36:21,2021-12-20 09:03:19,uae,Open-source portal,1599,,
1599,Home Import Polf Catalerace- Wagere Collectionates,s/ciles/ddama.hte: https://www.seattle.gov/maps/s/site/d/v/d/cvrad/dec/d/bac/c.hcs/to.pland/,60568.0,48480,48993.0,https://grmds.org/node/561,environment,data.cityofchicago.org,2021-02-24 10:21:55,2020-12-30 04:50:07,portal,,1600,,
